"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_NJB1";"Mat_NJB2";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"1573";"Nitriansky";"Topo¾èany";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"T. Vansovej 2";"Topo¾èany";"95501";"58";;;;"46";;"9";;;;;;"2007/08";"2007/08";"2007/08";;;;;;;;"312";;;;;"312";"41";;;
"1574";"Nitriansky";"Topo¾èany";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Tovarnícka 1609";"Topo¾èany";"95582";"53";;;;"39";;"9";;;;;;"2007/08";"2007/08";"2007/08";;;;;;;;"433";;;;;"433";"49";;;
"1575";"Nitriansky";"Topo¾èany";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Tovarnícka 1632";"Topo¾èany";"95529";"32";;;;"20";;"11";;;;;;;;;;;;;;;;"258";;;;;"258";"23";;;
"1576";"Nitriansky";"Topo¾èany";"Súkromník";"SOŠ sociálnoprávna";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"Tovarnícka 1632";"Topo¾èany";"95501";"32";;;;"32";;;;;;;;"2007/08";"2007/08";"2007/08";;;;;;;;"188";;;;;"188";"21";;;
"1577";"Nitriansky";"Topo¾èany";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"SŠI - Praktická škola";"Tovarnícka 1632";"Topo¾èany";"95501";;;;;;;;;;;;;;;;;;;;;;;"17";;;;;"17";"4";;;
"1578";"Nitriansky";"Topo¾èany";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola internátn";"Tovarnícka 1632";"Topo¾èany";"95501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1579";"Nitriansky";"Topo¾èany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tovarnícka 57";"Topo¾èany";"95501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1581";"Nitriansky";"Topo¾èany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tribeèská 22";"Topo¾èany";"95501";;;;;;;;;"78";"78";;;"2016/17";"2016/17";"2016/17";;;;;;;;"669";;;;;"669";"44";;;
"1583";"Nitriansky";"Topo¾èany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Urmince 298";"Urmince";"95602";;;;;;;;;"18";"18";;;"2006/07";"2006/07";"2006/07";;;;;;;;"188";;;;;"188";"15";;;
"1584";"Nitriansky";"Topo¾èany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 528";"Ve¾ké Ripòany";"95607";;;;;;;;;"23";"23";;;;;;;;;;;;;"249";;;;;"249";"19";;;
"1586";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 252";"Beladice";"95175";;;;;;;;;"9";"9";;;"2011/12";"2011/12";"2011/12";;;;;;;;"84";;;;;"84";"13";;;
"1587";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èaradice 156";"Èaradice";"95301";;;;;;;;;;;;;;;;;;;;;;;"13";;;;;"13";"4";;;
"1588";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Èervenı Hrádok 235";"Èervenı Hrádok";"95182";;;;;;;;;"10";"10";;;;;;;;;;;;;"126";;;;;"126";"13";;;
"1589";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èierne K¾aèany 223";"Èierne K¾aèany";"95305";;;;;;;;;;;;;"2007/08";"2007/08";"2007/08";;;;;;;;"20";;;;;"20";"3";;;
"1590";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hostie 86";"Hostie";"95194";;;;;;;;;;;;;"2006/07";"2006/07";"2006/07";;;;;;;;"43";;;;;"43";"6";;;
"1592";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Choèa 141";"Choèa";"95176";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1593";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Jed¾ové Kosto¾any 75";"Jed¾ové Kosto¾any";"95196";;;;;;;;;"8";"8";;;"2006/07";"2006/07";"2006/07";;;;;;;;"64";;;;;"64";"9";;;
"1595";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ladice 323";"Ladice";"95177";;;;;;;;;;;;;;;;;;;;;;;"8";;;;;"8";"3";;;
"1597";"Nitriansky";"Zlaté Moravce";"Cirkev, cirkevné spoloèenstvo";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola sv.Sávia";"Kopanická 286";"Machulince";"95193";;;;;;;;;;;;;;;;;;;;;;;"27";;;;;"27";"4";;;
"1599";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Martin nad itavou 110";"Martin nad itavou";"95301";;;;;;;;;;;;;;;;;;;;;;;"18";;;;;"18";"3";;;
"1601";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 289";"Obyce";"95195";;;;;;;;;"6";"6";;;"2015/16";"2015/16";"2015/16";;;;;;;;"91";;;;;"91";"12";;;
"1602";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 299";"Skıcov";"95185";;;;;;;;;"5";"5";;;"2009/10";"2009/10";"2009/10";;;;;;;;"60";;;;;"60";"9";;;
"1603";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"S¾aany 122";"S¾aany";"95171";;;;;;;;;"19";"19";;;"2011/12";"2011/12";"2011/12";;;;;;;;"172";;;;;"172";"15";;;
"1604";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Školská 232";"Slepèany";"95152";;;;;;;;;;;;;"2014/15";"2014/15";"2014/15";;;;;;;;"16";;;;;"16";"4";;;
"1605";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 416";"Tekovské Nemce";"96654";;;;;;;;;"12";"12";;;"2013/14";"2013/14";"2013/14";;;;;;;;"83";;;;;"83";"10";;;
"1606";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ Štefana Moysesa";"Školská 608";"Tesárske Mlyòany";"95176";;;;;;;;;"19";"19";;;"2006/07";"2006/07";"2006/07";;;;;;;;"201";;;;;"201";"16";;;
"1607";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Litomìøická 32";"Topo¾èianky";"95193";;;;;;;;;"33";"33";;;"2009/10";"2009/10";"2009/10";;;;;;;;"327";;;;;"327";"25";;;
"1608";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Velèice 86";"Velèice";"95171";;;;;;;;;;;;;;;;;;;;;;;"24";;;;;"24";"4";;;
"1609";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 1";"Volkovce";"95187";;;;;;;;;"13";"13";;;"2012/13";"2012/13";"2012/13";;;;;;;;"73";;;;;"73";"9";;;
"1610";"Nitriansky";"Zlaté Moravce";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Bernolákova 26";"Zlaté Moravce";"95320";"60";;;;"18";;"7";;;;;;;;;;;;;;;;"229";;;;;"229";"22";;;
"1611";"Nitriansky";"Zlaté Moravce";"Obèianske zdruenia";"Gymnázium";"Slovenskı";"Gymnázium";"Súkromné gymnázium";"Bernolákova 37";"Zlaté Moravce";"95342";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1612";"Nitriansky";"Zlaté Moravce";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"SŠ - Praktická škola";"J. Krá¾a 39";"Zlaté Moravce";"95301";;;;;;;;;;;;;;;;;;;;;;;"7";;;;;"7";;;;
"1613";"Nitriansky";"Zlaté Moravce";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"J. Krá¾a 39";"Zlaté Moravce";"95301";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1614";"Nitriansky";"Zlaté Moravce";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"J. Krá¾a 39";"Zlaté Moravce";"95301";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1615";"Nitriansky";"Zlaté Moravce";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"J. Krá¾a 4";"Zlaté Moravce";"95301";;;;;;;;;;;;;;;;;;;;;;;"472";;;;;"472";;;;
"1616";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mojmírova 2";"Zlaté Moravce";"95301";;;;;;;;;"35";"35";;;;;;;;;;;;;"400";;;;;"400";"27";;;
"1617";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Pribinova 1";"Zlaté Moravce";"95301";;;;;;;;;"41";"41";;;;;;;;;;;;;"407";;;;;"407";"26";;;
"1618";"Nitriansky";"Zlaté Moravce";"Krajskı úrad, Okresnı úrad";"ZŠ pri špec.vıchovn.zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri RC";"Prílepská 6";"Zlaté Moravce";"95301";;;;;;;;;"7";"7";;;;;;;;;;;;;"9";;;;;"9";"4";;;
"1619";"Nitriansky";"Zlaté Moravce";"Krajskı úrad, Okresnı úrad";;"Slovenskı";"Špeciálna stredná škola";"SOŠ pri Reedukaè.centre";"Prílepská 6";"Zlaté Moravce";"95301";;;;;;;;;;;;;;;;;;;;;;;"28";;;;;"28";"9";;;
"1620";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Robotnícka 25";"Zlaté Moravce";"95301";;;;;;;;;"25";"25";;;"2006/07";"2006/07";"2006/07";;;;;;;;"176";;;;;"176";"14";;;
"1621";"Nitriansky";"Zlaté Moravce";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Slov.národ.povstania 2";"Zlaté Moravce";"95330";"92";;;;"75";;"15";;;;;;"2015/16";"2015/16";"2015/16";;;;;;;;"456";;;;;"456";"58";;;
"1622";"Nitriansky";"Zlaté Moravce";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium J. Krá¾a";"Slov.národ.povstania 3";"Zlaté Moravce";"95342";"59";"10";;;;"54";;"5";;;;;"2013/14";"2013/14";"2013/14";;;;;;;;"230";;;;;"230";"19";;;
"1623";"Nitriansky";"Zlaté Moravce";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Slov.národ.povstania 5";"Zlaté Moravce";"95301";"55";;;;"40";;"15";;;;;;"2006/07";"2006/07";"2006/07";;;;;;;;"245";;;;;"245";"33";;;
"1624";"Nitriansky";"Zlaté Moravce";"Samosprávny kraj";"SOŠ technická";"Slovenskı";"Stredná odborná škola";"SOŠ technická";"Ul. 1. mája 22";"Zlaté Moravce";"95301";"38";;;;"25";;"12";;;;;;"2011/12";"2011/12";;;;;;;;;"301";;;;;"301";"21";;;
"1625";"Nitriansky";"Zlaté Moravce";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"ZŠ sv. Don Bosca";"Ul. 1. mája 24";"Zlaté Moravce";"95301";;;;;;;;;"21";"21";;;"2010/11";"2010/11";"2010/11";;;;;;;;"211";;;;;"211";"17";;;
"1626";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ Jána Vojtecha Šimka";"Šimkova 40";"itavany";"95197";;;;;;;;;"15";"15";;;;;;;;;;;;;"158";;;;;"158";"17";;;
"1627";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Eliáša Lániho 7";"Bytèa";"01401";;;;;;;;;"56";"56";;;;;;;;;;;;;"476";;;;;"476";"30";;;
"1628";"ilinskı";"Bytèa";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola i.";"Mièurova 1";"Bytèa";"01401";;;;;;;;;;;;;;;;;;;;;;;"69";;;;;"69";"14";;;
"1629";"ilinskı";"Bytèa";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Štefánikova 4";"Bytèa";"01401";"57";"14";;;;"57";;;;;;;"2013/14";"2013/14";"2013/14";;;;;;;;"307";;;;;"307";"29";;;
"1631";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ulica mieru è. 1235";"Bytèa";"01401";;;;;;;;;"81";"81";;;"2015/16";"2015/16";"2015/16";;;;;;;;"798";;;;;"798";"60";;;
"1632";"ilinskı";"Bytèa";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Zámok 105";"Bytèa";"01401";;;;;;;;;;;;;;;;;;;;;;;"536";;;;;"536";;;;
"1633";"ilinskı";"Bytèa";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hlboké nad Váhom 124";"Hlboké nad Váhom";"01401";;;;;;;;;;;;;"2007/08";"2007/08";"2007/08";;;;;;;;"20";;;;;"20";"3";;;
"1634";"ilinskı";"Bytèa";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hvozdnica 66";"Hvozdnica";"01356";;;;;;;;;;;;;"2006/07";"2006/07";"2006/07";;;;;;;;"76";;;;;"76";"7";;;
"1635";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kolárovice 62";"Kolárovice";"01354";;;;;;;;;"20";"20";;;"2011/12";"2011/12";"2011/12";;;;;;;;"182";;;;;"182";"13";;;
"1636";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kotešová 378";"Kotešová";"01361";;;;;;;;;"20";"20";;;"2014/15";"2014/15";"2014/15";;;;;;;;"189";;;;;"189";"14";;;
"1637";"ilinskı";"Bytèa";"Obèianske zdruenia";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"Sidónie Sakalovej 1300";"Bytèa";"01401";"18";;;;"11";;"7";;;;;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;;;;;
"1638";"ilinskı";"Bytèa";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ústredie 72";"Petrovice";"01353";;;;;;;;;;;;;"2010/11";"2010/11";"2010/11";;;;;;;;"51";;;;;"51";"6";;;
"1639";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bajzova 2";"Predmier";"01351";;;;;;;;;"9";"9";;;"2006/07";"2006/07";"2006/07";;;;;;;;"172";;;;;"172";"14";;;
"1640";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sú¾ov - Hradná 64";"Sú¾ov - Hradná";"01352";;;;;;;;;"11";"11";;;"2006/07";"2006/07";"2006/07";;;;;;;;"140";;;;;"140";"18";;;
"1641";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Štiavnik 177";"Štiavnik";"01355";;;;;;;;;"54";"54";;;"2007/08";"2007/08";"2007/08";;;;;;;;"423";;;;;"423";"28";;;
"1643";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ve¾ké Rovné 302";"Ve¾ké Rovné";"01362";;;;;;;;;"23";"23";;;"2010/11";"2010/11";"2010/11";;;;;;;;"200";;;;;"200";"16";;;
"1644";"ilinskı";"Èadca";"Krajskı úrad, Okresnı úrad";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Gymnázium J. M. Hurbana";"17. novembra 1296";"Èadca";"02201";"145";"48";;;;"88";;;;;;;;;;;;;;;;;"759";;;;;"759";"61";;;
"1645";"ilinskı";"Èadca";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı a Anglickı bil.";"Stredná odborná škola";"Obchodná akadémia";"17. novembra 2701";"Èadca";"02201";"97";;;;"47";;;;;;;;"2007/08";"2007/08";"2007/08";;;;;;;;"371";;;;;"371";"34";;;
"1646";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Horelica 429";"Èadca";"02201";;;;;;;;;"14";"14";;;"2012/13";"2012/13";"2012/13";;;;;;;;"123";;;;;"123";"13";;;
"1647";"ilinskı";"Èadca";"Cirkev, cirkevné spoloèenstvo";"Stredná pedagogická škola";"Slovenskı";"Stredná odborná škola";"PaSA sv. M. Goretti";"Horná 137";"Èadca";"02201";"65";;;;"52";;"12";;;;;;;;;;;;;;;;"394";;;;;"394";"38";;;
"1648";"ilinskı";"Èadca";"Cirkev, cirkevné spoloèenstvo";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Stredná zdrav. škola";"Horná 137";"Èadca";"02201";"26";;;;"20";"3";"3";;;;;;"2006/07";"2006/07";"2006/07";;;;;;;;"192";;;;;"192";"38";;;
"1649";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"M. R. Štefánika 2007";"Èadca";"02201";;;;;;;;;"45";"45";;;"2016/17";"2016/17";"2016/17";;;;;;;;"473";;;;;"473";"31";;;
"1650";"ilinskı";"Èadca";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"M. R. Štefánika 2007";"Èadca";"02201";;;;;;;;;;;;;;;;;;;;;;;"671";;;;;"671";;;;
"1651";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Milošová u Prívary 477";"Èadca";"02201";;;;;;;;;;;;;"2009/10";"2009/10";"2009/10";;;;;;;;"70";;;;;"70";"6";;;
"1652";"ilinskı";"Èadca";"Samosprávny kraj";"SOŠ technická";"Slovenskı";"Stredná odborná škola";"SOŠ technická";"Okruná 693";"Èadca";"02201";"91";;;;"67";;"20";;;;;;;;;;;;;;;;"554";;;;;"554";"52";;;
"1653";"ilinskı";"Èadca";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri ZZ";"Palárikova 2311";"Èadca";"02201";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;"4";;;;
"1654";"ilinskı";"Èadca";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Palárikova 2758";"Èadca";"02201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1655";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Podzávoz 2739";"Èadca";"02201";;;;;;;;;"38";"38";;;"2016/17";"2016/17";"2016/17";;;;;;;;"282";;;;;"282";"20";;;
"1656";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Rázusova 2260";"Èadca";"02201";;;;;;;;;"51";"51";;;"2011/12";"2011/12";"2011/12";;;;;;;;"609";;;;;"609";"42";;;
"1657";"ilinskı";"Èadca";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Školská 945";"Èadca";"02201";;;;;;;;;;;;;;;;;;;;;;;"888";;;;;"888";;;;
"1658";"ilinskı";"Èadca";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Ul. 17. novembra 2579";"Èadca";"02201";"71";;;;"56";;"13";;;;;;"2011/12";"2011/12";;;;;;;;;"512";;;;;"512";"62";;;
"1660";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ulica Komenského 752";"Èadca";"02204";;;;;;;;;"34";"34";;;"2010/11";"2010/11";"2010/11";;;;;;;;"373";;;;;"373";"28";;;
"1662";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ústredie 183";"Èierne";"02313";;;;;;;;;"30";"30";;;"2015/16";"2015/16";"2015/16";;;;;;;;"213";;;;;"213";"17";;;
"1664";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vyšnı Koniec 969";"Èierne";"02313";;;;;;;;;"21";"21";;;"2015/16";"2015/16";"2015/16";;;;;;;;"216";;;;;"216";"18";;;
"1665";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dlhá nad Kysucou 201";"Dlhá nad Kysucou";"02354";;;;;;;;;;;;;"2015/16";"2015/16";"2015/16";;;;;;;;"14";;;;;"14";"2";;;
"1666";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Dunajov 235";"Dunajov";"02302";;;;;;;;;;;;;"2007/08";"2007/08";"2007/08";;;;;;;;"40";;;;;"40";"6";;;
"1667";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ústredie 976";"Klokoèov";"02322";;;;;;;;;"24";"24";;;"2014/15";"2014/15";"2014/15";;;;;;;;"210";;;;;"210";"18";;;
"1668";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Klubina 157";"Klubina";"02304";;;;;;;;;;;;;"2011/12";"2011/12";"2011/12";;;;;;;;"18";;;;;"18";"3";;;
"1669";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ústredie 533";"Koròa";"02321";;;;;;;;;"18";"18";;;"2015/16";"2015/16";"2015/16";;;;;;;;"190";;;;;"190";"15";;;
"1670";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kalinovská 431";"Krásno nad Kysucou";"02302";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1671";"ilinskı";"Èadca";"Samosprávny kraj";"SOŠ drevárska";"Slovenskı";"Stredná odborná škola";"SOŠ drevárska";"Krásno nad Kysucou è.1642";"Krásno nad Kysucou";"02302";"57";;;;"37";;"19";;;;;;;;;;;;;;;;"365";;;;;"365";"38";;;
"1673";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mládenícka 1343";"Krásno nad Kysucou";"02302";;;;;;;;;"72";"72";;;"2011/12";"2011/12";"2011/12";;;;;;;;;;;;;;;;;
"1674";"ilinskı";"Èadca";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Slov.národ.povstania 167";"Krásno nad Kysucou";"02302";;;;;;;;;;;;;;;;;;;;;;;"532";;;;;"532";;;;
"1675";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Makov 264";"Makov";"02356";;;;;;;;;"20";"20";;;;;;;;;;;;;;;;;;;;;;
"1676";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Nová Bystrica 686";"Nová Bystrica";"02305";;;;;;;;;"17";"17";;;"2007/08";"2007/08";"2007/08";;;;;;;;"195";;;;;"195";"17";;;
"1677";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vychylovka 687";"Nová Bystrica";"02305";;;;;;;;;"10";"10";;;"2006/07";"2006/07";"2006/07";;;;;;;;"59";;;;;"59";"8";;;
"1678";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Polgrúò 464";"Olešná";"02352";;;;;;;;;"9";"9";;;"2015/16";"2015/16";"2015/16";;;;;;;;"105";;;;;"105";"14";;;
"1679";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ošèadnica 1374";"Ošèadnica";"02301";;;;;;;;;"12";"12";;;;;;;;;;;;;"181";;;;;"181";"16";;;
"1680";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ústredie 760";"Ošèadnica";"02301";;;;;;;;;"37";"37";;;;;;;;;;;;;"351";;;;;"351";"27";;;
"1682";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Podvysoká 307";"Podvysoká";"02357";;;;;;;;;"17";"16";;;"2010/11";"2010/11";"2010/11";;;;;;;;"200";;;;;"200";"17";;;
"1683";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Radôstka 168";"Radôstka";"02304";;;;;;;;;;;;;"2007/08";"2007/08";"2007/08";;;;;;;;"16";;;;;"16";"3";;;
"1684";"ilinskı";"Èadca";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirk. ZŠ J. Palárika";"Raková 705";"Raková";"02351";;;;;;;;;"17";"17";;;"2014/15";"2014/15";"2014/15";;;;;;;;"140";;;;;"140";"15";;;
"1685";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Raková è. 950";"Raková";"02351";;;;;;;;;"38";"38";;;"2013/14";"2013/14";"2013/14";;;;;;;;"357";;;;;"357";"30";;;
"1686";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Trstená 475";"Raková";"02351";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
